<Date>, <Time>, <Open>, <High>, <Low>, <Close>, <Volume>
2015/3/26,09:50:00,12930,12955,12925,12940,4318
2015/3/26,09:55:00,12945,12985,12935,12975,8336
2015/3/26,10:00:00,12980,12985,12960,12980,6004
2015/3/26,10:05:00,12980,12985,12945,12960,3806
2015/3/26,10:10:00,12960,13010,12955,13010,8636
2015/3/26,10:15:00,13010,13035,13000,13020,9234
2015/3/26,10:35:00,13025,13050,13020,13045,11556
2015/3/26,10:40:00,13045,13065,13030,13035,13380
2015/3/26,10:45:00,13045,13080,13040,13045,10812
2015/3/26,10:50:00,13045,13050,13025,13025,5206
2015/3/26,10:55:00,13030,13040,13010,13035,6544
2015/3/26,11:00:00,13035,13040,13015,13030,3898
2015/3/26,11:05:00,13025,13030,13005,13010,4788
2015/3/26,11:10:00,13015,13035,13015,13030,2798
2015/3/26,11:15:00,13030,13065,13025,13065,8112
2015/3/26,11:20:00,13065,13095,13050,13055,12370
2015/3/26,11:25:00,13055,13075,13045,13075,5518
2015/3/26,11:30:00,13075,13170,13070,13160,25992
2015/3/26,13:35:00,13165,13170,13130,13145,14094
2015/3/26,13:40:00,13145,13155,13130,13135,5354
2015/3/26,13:45:00,13135,13180,13135,13180,13758
2015/3/26,13:50:00,13180,13215,13180,13190,16768
2015/3/26,13:55:00,13190,13195,13145,13155,11174
2015/3/26,14:00:00,13150,13165,13145,13160,5132
2015/3/26,14:05:00,13160,13165,13125,13125,10082
2015/3/26,14:10:00,13130,13150,13120,13120,6274
2015/3/26,14:15:00,13125,13140,13090,13100,15148
2015/3/26,14:20:00,13095,13115,13080,13115,10136
2015/3/26,14:25:00,13115,13125,13100,13105,7398
2015/3/26,14:30:00,13110,13120,13100,13115,6326
2015/3/26,14:35:00,13110,13115,13090,13100,6422
2015/3/26,14:40:00,13100,13115,13090,13090,5158
2015/3/26,14:45:00,13085,13105,13085,13105,5844
2015/3/26,14:50:00,13105,13105,13065,13075,8766
2015/3/26,14:55:00,13075,13085,13065,13080,5770
2015/3/26,15:00:00,13075,13085,13065,13065,11198
2015/3/26,21:05:00,13030,13050,13015,13040,11146
2015/3/26,21:10:00,13040,13060,13035,13060,5494
2015/3/26,21:15:00,13060,13060,13040,13055,3976
2015/3/26,21:20:00,13050,13060,13035,13040,4232
2015/3/26,21:25:00,13045,13070,13040,13065,3302
2015/3/26,21:30:00,13065,13080,13060,13075,4600
2015/3/26,21:35:00,13070,13080,13065,13070,2978
2015/3/26,21:40:00,13070,13075,13055,13060,3014
2015/3/26,21:45:00,13065,13070,13060,13065,1188
2015/3/26,21:50:00,13065,13095,13060,13080,4938
2015/3/26,21:55:00,13080,13085,13030,13035,7826
2015/3/26,22:00:00,13035,13045,13025,13040,5604
2015/3/26,22:05:00,13035,13050,13035,13035,3116
2015/3/26,22:10:00,13035,13045,13010,13025,4664
2015/3/26,22:15:00,13025,13030,12970,12985,13390
2015/3/26,22:20:00,12985,12990,12950,12970,10060
2015/3/26,22:25:00,12965,12990,12960,12970,4562
2015/3/26,22:30:00,12975,12985,12965,12985,2834
2015/3/26,22:35:00,12980,12990,12975,12985,2204
2015/3/26,22:40:00,12985,13000,12980,12985,4588
2015/3/26,22:45:00,12985,13000,12980,12990,1916
2015/3/26,22:50:00,12995,13005,12980,12980,2744
2015/3/26,22:55:00,12980,12995,12980,12985,1360
2015/3/26,23:00:00,12985,12990,12970,12975,4408
2015/3/27,09:05:00,12960,12980,12825,12825,40812
2015/3/27,09:10:00,12830,12870,12790,12850,28866
2015/3/27,09:15:00,12855,12855,12795,12800,18420
2015/3/27,09:20:00,12800,12840,12790,12840,13210
2015/3/27,09:25:00,12840,12850,12825,12850,7822
2015/3/27,09:30:00,12850,12850,12810,12810,6296
2015/3/27,09:35:00,12810,12830,12800,12810,6710
2015/3/27,09:40:00,12810,12820,12765,12820,14202
2015/3/27,09:45:00,12815,12845,12810,12815,8770
2015/3/27,09:50:00,12810,12810,12760,12775,12686
2015/3/27,09:55:00,12775,12775,12715,12745,19734
2015/3/27,10:00:00,12745,12745,12620,12685,32932
2015/3/27,10:05:00,12680,12680,12595,12665,26590
2015/3/27,10:10:00,12660,12740,12645,12740,20700
2015/3/27,10:15:00,12735,12760,12720,12740,14638
2015/3/27,10:35:00,12735,12740,12710,12725,6798
2015/3/27,10:40:00,12720,12725,12700,12705,6706
2015/3/27,10:45:00,12705,12715,12685,12695,7034
2015/3/27,10:50:00,12695,12715,12675,12715,5934
2015/3/27,10:55:00,12715,12745,12710,12740,6350
2015/3/27,11:00:00,12740,12750,12715,12715,6092
2015/3/27,11:05:00,12715,12740,12700,12730,4354
2015/3/27,11:10:00,12725,12735,12715,12720,2090
2015/3/27,11:15:00,12720,12735,12695,12695,3288
2015/3/27,11:20:00,12695,12710,12675,12705,6338
2015/3/27,11:25:00,12705,12725,12690,12710,4030
2015/3/27,11:30:00,12710,12720,12680,12695,5382
2015/3/27,13:35:00,12660,12715,12660,12700,11622
2015/3/27,13:40:00,12700,12725,12690,12725,3282
2015/3/27,13:45:00,12725,12760,12720,12740,8972
2015/3/27,13:50:00,12740,12745,12725,12740,4520
2015/3/27,13:55:00,12740,12740,12710,12720,3972
2015/3/27,14:00:00,12720,12760,12720,12750,5366
2015/3/27,14:05:00,12750,12760,12735,12735,4706
2015/3/27,14:10:00,12735,12745,12720,12745,3742
2015/3/27,14:15:00,12745,12775,12740,12775,8168
2015/3/27,14:20:00,12775,12775,12745,12750,5670
2015/3/27,14:25:00,12750,12755,12740,12745,2614
2015/3/27,14:30:00,12745,12760,12735,12755,2754
2015/3/27,14:35:00,12755,12760,12740,12760,2404
2015/3/27,14:40:00,12760,12760,12740,12750,2810
2015/3/27,14:45:00,12755,12760,12740,12740,3444
2015/3/27,14:50:00,12740,12755,12735,12745,3492
2015/3/27,14:55:00,12745,12775,12745,12775,7964
2015/3/27,15:00:00,12775,12820,12770,12815,21368
2015/3/27,21:05:00,12840,12840,12785,12790,8042
2015/3/27,21:10:00,12790,12800,12755,12760,7028
2015/3/27,21:15:00,12755,12775,12755,12765,3938
2015/3/27,21:20:00,12765,12770,12725,12740,6512
2015/3/27,21:25:00,12745,12775,12735,12775,3784
2015/3/27,21:30:00,12775,12780,12765,12770,3564
2015/3/27,21:35:00,12765,12785,12755,12760,3356
2015/3/27,21:40:00,12760,12775,12730,12750,4502
2015/3/27,21:45:00,12745,12745,12715,12715,6586
2015/3/27,21:50:00,12715,12735,12705,12725,4216
2015/3/27,21:55:00,12725,12740,12720,12730,1524
2015/3/27,22:00:00,12730,12735,12710,12725,2866
2015/3/27,22:05:00,12725,12740,12710,12740,2800
2015/3/27,22:10:00,12735,12740,12725,12735,2020
2015/3/27,22:15:00,12735,12745,12730,12735,1712
2015/3/27,22:20:00,12740,12740,12720,12735,1900
2015/3/27,22:25:00,12735,12740,12735,12735,766
2015/3/27,22:30:00,12735,12735,12720,12735,1340
2015/3/27,22:35:00,12730,12745,12725,12735,1506
2015/3/27,22:40:00,12735,12750,12730,12750,1368
2015/3/27,22:45:00,12750,12750,12735,12750,1600
2015/3/27,22:50:00,12745,12785,12745,12770,6006
2015/3/27,22:55:00,12770,12775,12760,12770,2510
2015/3/27,23:00:00,12770,12770,12735,12740,3276
2015/3/30,09:05:00,12700,12745,12675,12725,19884
2015/3/30,09:10:00,12725,12790,12720,12760,15594
2015/3/30,09:15:00,12760,12765,12715,12725,8838
2015/3/30,09:20:00,12725,12765,12715,12745,6852
2015/3/30,09:25:00,12745,12745,12645,12675,22386
2015/3/30,09:30:00,12675,12685,12655,12670,5508
2015/3/30,09:35:00,12675,12675,12645,12675,4798
2015/3/30,09:40:00,12670,12695,12660,12660,4800
2015/3/30,09:45:00,12660,12710,12655,12700,6604
2015/3/30,09:50:00,12700,12725,12695,12705,6484
2015/3/30,09:55:00,12705,12715,12680,12705,5240
2015/3/30,10:00:00,12700,12715,12695,12700,2254
2015/3/30,10:05:00,12700,12705,12680,12705,2774
2015/3/30,10:10:00,12705,12715,12695,12715,3082
2015/3/30,10:15:00,12710,12730,12700,12725,5336
2015/3/30,10:35:00,12725,12725,12705,12715,2560
2015/3/30,10:40:00,12720,12725,12695,12700,2550
2015/3/30,10:45:00,12705,12705,12670,12675,3796
2015/3/30,10:50:00,12675,12705,12670,12700,4002
2015/3/30,10:55:00,12695,12720,12695,12715,2538
2015/3/30,11:00:00,12710,12715,12695,12695,2436
2015/3/30,11:05:00,12695,12700,12670,12675,4608
2015/3/30,11:10:00,12675,12685,12660,12685,4976
2015/3/30,11:15:00,12685,12695,12660,12680,3218
2015/3/30,11:20:00,12680,12685,12665,12685,1940
2015/3/30,11:25:00,12685,12710,12675,12685,4936
2015/3/30,11:30:00,12685,12690,12680,12690,2110
2015/3/30,13:35:00,12665,12670,12625,12645,15976
2015/3/30,13:40:00,12645,12670,12620,12670,9160
2015/3/30,13:45:00,12670,12695,12655,12695,5174
2015/3/30,13:50:00,12695,12765,12685,12755,15638
2015/3/30,13:55:00,12760,12820,12755,12755,27348
2015/3/30,14:00:00,12755,12810,12755,12775,11254
2015/3/30,14:05:00,12775,12780,12755,12775,5668
2015/3/30,14:10:00,12775,12805,12755,12760,7422
2015/3/30,14:15:00,12760,12775,12740,12755,7384
2015/3/30,14:20:00,12755,12760,12725,12730,5700
2015/3/30,14:25:00,12730,12740,12710,12740,5442
2015/3/30,14:30:00,12740,12765,12730,12755,4508
2015/3/30,14:35:00,12755,12755,12725,12735,3754
2015/3/30,14:40:00,12740,12755,12730,12755,1962
2015/3/30,14:45:00,12755,12760,12685,12695,10008
2015/3/30,14:50:00,12690,12705,12685,12690,5186
2015/3/30,14:55:00,12695,12695,12660,12675,8412
2015/3/30,15:00:00,12675,12680,12620,12640,17178
2015/3/30,21:05:00,12650,12695,12635,12680,8844
2015/3/30,21:10:00,12680,12680,12660,12665,3104
2015/3/30,21:15:00,12665,12680,12630,12640,5740
2015/3/30,21:20:00,12640,12670,12635,12665,4418
2015/3/30,21:25:00,12665,12715,12660,12700,9876
2015/3/30,21:30:00,12705,12720,12675,12690,4808
2015/3/30,21:35:00,12690,12735,12680,12720,7758
2015/3/30,21:40:00,12725,12750,12725,12730,6554
2015/3/30,21:45:00,12735,12735,12705,12710,4236
2015/3/30,21:50:00,12710,12720,12700,12710,3168
2015/3/30,21:55:00,12710,12735,12705,12725,3104
2015/3/30,22:00:00,12730,12740,12710,12735,3338
2015/3/30,22:05:00,12740,12740,12705,12710,4006
2015/3/30,22:10:00,12710,12720,12705,12710,2496
2015/3/30,22:15:00,12715,12725,12705,12725,2128
2015/3/30,22:20:00,12720,12730,12705,12720,3622
2015/3/30,22:25:00,12720,12735,12705,12735,3614
2015/3/30,22:30:00,12735,12735,12710,12720,2198
2015/3/30,22:35:00,12715,12725,12705,12710,2208
2015/3/30,22:40:00,12710,12720,12705,12710,2002
2015/3/30,22:45:00,12710,12710,12685,12690,4054
2015/3/30,22:50:00,12690,12700,12680,12690,2718
2015/3/30,22:55:00,12695,12710,12690,12705,1984
2015/3/30,23:00:00,12705,12710,12685,12710,3500
2015/3/31,09:05:00,12690,12715,12615,12620,18160
2015/3/31,09:10:00,12615,12690,12555,12685,30346
2015/3/31,09:15:00,12685,12700,12655,12670,13224
2015/3/31,09:20:00,12670,12680,12655,12655,6368
2015/3/31,09:25:00,12660,12685,12645,12685,5764
2015/3/31,09:30:00,12685,12685,12645,12660,4724
2015/3/31,09:35:00,12660,12670,12635,12660,4124
2015/3/31,09:40:00,12655,12680,12645,12660,3110
2015/3/31,09:45:00,12660,12665,12645,12665,2212
2015/3/31,09:50:00,12660,12685,12660,12660,2628
2015/3/31,09:55:00,12660,12670,12645,12645,2558
2015/3/31,10:00:00,12650,12660,12630,12635,4150
2015/3/31,10:05:00,12635,12645,12605,12630,9566
2015/3/31,10:10:00,12635,12645,12630,12635,2174
2015/3/31,10:15:00,12640,12645,12625,12640,2580
2015/3/31,10:35:00,12640,12650,12630,12640,2586
2015/3/31,10:40:00,12640,12655,12635,12640,2080
2015/3/31,10:45:00,12640,12655,12635,12650,1474
2015/3/31,10:50:00,12650,12660,12640,12640,2270
2015/3/31,10:55:00,12635,12650,12620,12635,4120
2015/3/31,11:00:00,12630,12670,12625,12660,4014
2015/3/31,11:05:00,12660,12665,12650,12655,2274
2015/3/31,11:10:00,12655,12700,12650,12695,7132
2015/3/31,11:15:00,12695,12700,12670,12675,6482
2015/3/31,11:20:00,12675,12685,12650,12655,3602
2015/3/31,11:25:00,12655,12670,12650,12655,2084
2015/3/31,11:30:00,12655,12685,12655,12680,3234
2015/3/31,13:35:00,12675,12675,12650,12655,4212
2015/3/31,13:40:00,12660,12660,12615,12635,8282
2015/3/31,13:45:00,12635,12635,12620,12625,4894
2015/3/31,13:50:00,12630,12645,12615,12640,6374
2015/3/31,13:55:00,12640,12645,12625,12625,4332
2015/3/31,14:00:00,12630,12640,12615,12615,6362
2015/3/31,14:05:00,12615,12620,12590,12605,10994
2015/3/31,14:10:00,12600,12615,12590,12610,4594
2015/3/31,14:15:00,12610,12615,12600,12600,2874
2015/3/31,14:20:00,12605,12610,12585,12590,5780
2015/3/31,14:25:00,12590,12590,12555,12555,9602
2015/3/31,14:30:00,12555,12565,12520,12565,17284
2015/3/31,14:35:00,12565,12565,12525,12530,6312
2015/3/31,14:40:00,12535,12570,12530,12560,6536
2015/3/31,14:45:00,12560,12570,12550,12555,3304
2015/3/31,14:50:00,12555,12580,12550,12555,7278
2015/3/31,14:55:00,12555,12560,12515,12525,8668
2015/3/31,15:00:00,12525,12550,12510,12540,13632
2015/3/31,21:05:00,12500,12545,12500,12525,10392
2015/3/31,21:10:00,12530,12545,12520,12535,3138
2015/3/31,21:15:00,12535,12550,12530,12545,4064
2015/3/31,21:20:00,12545,12575,12535,12565,7302
2015/3/31,21:25:00,12565,12570,12550,12555,3272
2015/3/31,21:30:00,12550,12565,12550,12555,1528
2015/3/31,21:35:00,12555,12560,12540,12560,2676
2015/3/31,21:40:00,12560,12570,12555,12565,2632
2015/3/31,21:45:00,12565,12565,12555,12560,1704
2015/3/31,21:50:00,12560,12565,12555,12560,990
2015/3/31,21:55:00,12560,12565,12550,12550,1112
2015/3/31,22:00:00,12550,12575,12550,12570,2960
2015/3/31,22:05:00,12565,12605,12565,12605,6902
2015/3/31,22:10:00,12605,12620,12590,12600,6960
2015/3/31,22:15:00,12595,12605,12590,12590,1606
2015/3/31,22:20:00,12595,12600,12580,12590,2402
2015/3/31,22:25:00,12585,12595,12580,12595,1674
2015/3/31,22:30:00,12595,12595,12585,12585,922
2015/3/31,22:35:00,12585,12605,12585,12600,1570
2015/3/31,22:40:00,12600,12605,12590,12595,1806
2015/3/31,22:45:00,12595,12605,12590,12595,1472
2015/3/31,22:50:00,12590,12600,12585,12600,1064
2015/3/31,22:55:00,12595,12600,12585,12585,1528
2015/3/31,23:00:00,12590,12610,12585,12605,3762
2015/4/1,09:05:00,12575,12595,12550,12560,14340
2015/4/1,09:10:00,12565,12605,12540,12595,13512
2015/4/1,09:15:00,12595,12620,12590,12610,10622
2015/4/1,09:20:00,12610,12695,12610,12695,20668
2015/4/1,09:25:00,12695,12715,12655,12665,15680
2015/4/1,09:30:00,12670,12675,12630,12635,9160
2015/4/1,09:35:00,12640,12660,12630,12655,6378
2015/4/1,09:40:00,12655,12665,12645,12660,2954
2015/4/1,09:45:00,12660,12670,12640,12645,4228
2015/4/1,09:50:00,12645,12650,12615,12635,6868
2015/4/1,09:55:00,12635,12650,12630,12640,2420
2015/4/1,10:00:00,12640,12650,12630,12650,2598
2015/4/1,10:05:00,12655,12660,12635,12650,3534
2015/4/1,10:10:00,12655,12655,12630,12640,2146
2015/4/1,10:15:00,12645,12650,12630,12635,1504
2015/4/1,10:35:00,12635,12650,12630,12640,1562
2015/4/1,10:40:00,12640,12680,12640,12675,5820
2015/4/1,10:45:00,12675,12695,12665,12680,5782
2015/4/1,10:50:00,12675,12680,12660,12675,3840
2015/4/1,10:55:00,12675,12695,12665,12690,4608
2015/4/1,11:00:00,12690,12700,12675,12690,6162
2015/4/1,11:05:00,12690,12700,12665,12700,5654
2015/4/1,11:10:00,12700,12710,12645,12650,8288
2015/4/1,11:15:00,12645,12710,12645,12695,7284
2015/4/1,11:20:00,12695,12715,12685,12685,6418
2015/4/1,11:25:00,12685,12695,12680,12680,2118
2015/4/1,11:30:00,12680,12680,12660,12660,3998
2015/4/1,13:35:00,12660,12670,12650,12660,5436
2015/4/1,13:40:00,12660,12660,12640,12640,3938
2015/4/1,13:45:00,12645,12660,12640,12645,2610
2015/4/1,13:50:00,12645,12655,12635,12640,3306
2015/4/1,13:55:00,12635,12640,12620,12630,5738
2015/4/1,14:00:00,12635,12650,12625,12635,2866
2015/4/1,14:05:00,12635,12645,12630,12645,1658
2015/4/1,14:10:00,12640,12650,12635,12635,1808
2015/4/1,14:15:00,12635,12640,12610,12610,4460
2015/4/1,14:20:00,12610,12620,12600,12610,6692
2015/4/1,14:25:00,12605,12620,12605,12615,2186
2015/4/1,14:30:00,12615,12640,12610,12635,2882
2015/4/1,14:35:00,12635,12645,12620,12645,2894
2015/4/1,14:40:00,12645,12650,12625,12625,3606
2015/4/1,14:45:00,12625,12630,12605,12605,4668
2015/4/1,14:50:00,12605,12625,12585,12610,7782
2015/4/1,14:55:00,12610,12620,12605,12615,3628
2015/4/1,15:00:00,12615,12620,12580,12595,9966
2015/4/1,21:05:00,12605,12630,12605,12620,6546
2015/4/1,21:10:00,12620,12630,12595,12600,4908
2015/4/1,21:15:00,12600,12620,12590,12610,4582
2015/4/1,21:20:00,12615,12655,12610,12640,7470
2015/4/1,21:25:00,12640,12660,12640,12655,6304
2015/4/1,21:30:00,12660,12670,12650,12665,4844
2015/4/1,21:35:00,12665,12680,12655,12660,5898
2015/4/1,21:40:00,12660,12665,12655,12665,2082
2015/4/1,21:45:00,12665,12670,12655,12665,1818
2015/4/1,21:50:00,12670,12690,12660,12690,5990
2015/4/1,21:55:00,12690,12695,12680,12680,4700
2015/4/1,22:00:00,12685,12690,12670,12675,4444
2015/4/1,22:05:00,12680,12685,12660,12670,3054
2015/4/1,22:10:00,12665,12680,12665,12675,2212
2015/4/1,22:15:00,12675,12685,12670,12685,2322
2015/4/1,22:20:00,12685,12705,12680,12700,6500
2015/4/1,22:25:00,12700,12720,12695,12705,6686
2015/4/1,22:30:00,12700,12710,12690,12705,2844
2015/4/1,22:35:00,12710,12770,12705,12760,16328
2015/4/1,22:40:00,12770,12830,12765,12820,15860
2015/4/1,22:45:00,12820,12840,12790,12810,11432
2015/4/1,22:50:00,12810,12850,12810,12845,10670
2015/4/1,22:55:00,12840,12880,12840,12845,11978
2015/4/1,23:00:00,12845,12855,12830,12850,7464
2015/4/2,09:05:00,12850,12880,12780,12795,26186
2015/4/2,09:10:00,12790,12795,12770,12790,10806
2015/4/2,09:15:00,12795,12820,12785,12820,6624
2015/4/2,09:20:00,12820,12835,12805,12815,7484
2015/4/2,09:25:00,12815,12820,12785,12810,4278
2015/4/2,09:30:00,12810,12815,12775,12790,6874
2015/4/2,09:35:00,12790,12805,12775,12785,5166
2015/4/2,09:40:00,12785,12795,12750,12765,7982
2015/4/2,09:45:00,12770,12785,12750,12785,6950
2015/4/2,09:50:00,12780,12800,12780,12790,4464
2015/4/2,09:55:00,12795,12795,12775,12775,1518
2015/4/2,10:00:00,12780,12790,12760,12770,2774
2015/4/2,10:05:00,12770,12775,12750,12775,3840
2015/4/2,10:10:00,12770,12795,12770,12795,2888
2015/4/2,10:15:00,12795,12800,12785,12795,2806
2015/4/2,10:35:00,12790,12795,12760,12760,3990
2015/4/2,10:40:00,12765,12770,12755,12770,3220
2015/4/2,10:45:00,12765,12775,12750,12770,4456
2015/4/2,10:50:00,12770,12775,12755,12765,1808
2015/4/2,10:55:00,12760,12785,12755,12785,2982
2015/4/2,11:00:00,12785,12795,12775,12790,3388
2015/4/2,11:05:00,12790,12820,12790,12805,9252
2015/4/2,11:10:00,12805,12820,12795,12810,4760
2015/4/2,11:15:00,12815,12830,12800,12820,5932
2015/4/2,11:20:00,12815,12825,12770,12775,5702
2015/4/2,11:25:00,12775,12785,12770,12780,2782
2015/4/2,11:30:00,12780,12780,12750,12755,8014
2015/4/2,13:35:00,12755,12770,12745,12750,5734
2015/4/2,13:40:00,12750,12760,12730,12735,4746
2015/4/2,13:45:00,12740,12775,12735,12770,5770
2015/4/2,13:50:00,12775,12775,12750,12755,3512
2015/4/2,13:55:00,12755,12770,12755,12765,1388
2015/4/2,14:00:00,12765,12770,12755,12765,2304
2015/4/2,14:05:00,12765,12780,12760,12765,3042
2015/4/2,14:10:00,12770,12800,12765,12795,4974
2015/4/2,14:15:00,12800,12800,12785,12795,4272
2015/4/2,14:20:00,12795,12800,12780,12795,3288
2015/4/2,14:25:00,12795,12840,12790,12820,9920
2015/4/2,14:30:00,12820,12825,12805,12810,4598
2015/4/2,14:35:00,12810,12810,12795,12795,4034
2015/4/2,14:40:00,12795,12805,12790,12800,2598
2015/4/2,14:45:00,12800,12830,12795,12815,5010
2015/4/2,14:50:00,12820,12865,12810,12835,12502
2015/4/2,14:55:00,12830,12845,12810,12815,5386
2015/4/2,15:00:00,12815,12815,12770,12770,13194
2015/4/2,21:05:00,12760,12780,12740,12740,11066
2015/4/2,21:10:00,12740,12750,12710,12725,10408
2015/4/2,21:15:00,12725,12740,12720,12725,3642
2015/4/2,21:20:00,12720,12740,12715,12735,2864
2015/4/2,21:25:00,12735,12745,12725,12730,2624
2015/4/2,21:30:00,12725,12750,12725,12740,3016
2015/4/2,21:35:00,12745,12755,12735,12755,3586
2015/4/2,21:40:00,12755,12760,12740,12755,2334
2015/4/2,21:45:00,12760,12795,12755,12795,8908
2015/4/2,21:50:00,12795,12810,12780,12800,5038
2015/4/2,21:55:00,12800,12830,12800,12820,6850
2015/4/2,22:00:00,12820,12820,12795,12800,2592
2015/4/2,22:05:00,12795,12810,12790,12800,2892
2015/4/2,22:10:00,12805,12815,12805,12805,2184
2015/4/2,22:15:00,12805,12810,12785,12785,2670
2015/4/2,22:20:00,12785,12800,12780,12790,2888
2015/4/2,22:25:00,12790,12800,12785,12795,1458
2015/4/2,22:30:00,12795,12810,12790,12805,1700
2015/4/2,22:35:00,12805,12810,12760,12765,5426
2015/4/2,22:40:00,12770,12775,12755,12770,3584
2015/4/2,22:45:00,12770,12780,12765,12780,1972
2015/4/2,22:50:00,12780,12780,12770,12780,1036
2015/4/2,22:55:00,12780,12805,12780,12795,2914
2015/4/2,23:00:00,12795,12800,12775,12780,3176
2015/4/3,09:05:00,12780,12815,12755,12785,11340
2015/4/3,09:10:00,12785,12815,12780,12805,4948
2015/4/3,09:15:00,12810,12840,12800,12825,9148
2015/4/3,09:20:00,12825,12825,12790,12795,5890
2015/4/3,09:25:00,12795,12830,12785,12825,5346
2015/4/3,09:30:00,12830,12830,12810,12825,4904
2015/4/3,09:35:00,12825,12835,12800,12805,4040
2015/4/3,09:40:00,12810,12810,12800,12805,1110
2015/4/3,09:45:00,12805,12805,12790,12805,1968
2015/4/3,09:50:00,12805,12830,12800,12830,2930
2015/4/3,09:55:00,12830,12830,12800,12805,3824
2015/4/3,10:00:00,12800,12800,12745,12770,14624
2015/4/3,10:05:00,12770,12770,12730,12750,9536
2015/4/3,10:10:00,12745,12765,12740,12750,3790
2015/4/3,10:15:00,12755,12795,12745,12775,6828
2015/4/3,10:35:00,12770,12780,12760,12770,2844
