<Date>, <Time>, <Open>, <High>, <Low>, <Close>, <Volume>
2016/3/4,13:35:00,11185,11250,11185,11245,20234
2016/3/4,13:40:00,11245,11260,11220,11235,16546
2016/3/4,13:45:00,11240,11245,11210,11230,9526
2016/3/4,13:50:00,11230,11245,11195,11210,13756
2016/3/4,13:55:00,11210,11215,11185,11200,13086
2016/3/4,14:00:00,11200,11230,11190,11220,8476
2016/3/4,14:05:00,11220,11225,11205,11210,5480
2016/3/4,14:10:00,11210,11220,11185,11210,8882
2016/3/4,14:15:00,11210,11230,11210,11225,7438
2016/3/4,14:20:00,11225,11240,11220,11235,9120
2016/3/4,14:25:00,11235,11275,11235,11260,18026
2016/3/4,14:30:00,11260,11285,11240,11285,15102
2016/3/4,14:35:00,11285,11305,11275,11295,23260
2016/3/4,14:40:00,11290,11300,11260,11295,15846
2016/3/4,14:45:00,11290,11310,11285,11310,12972
2016/3/4,14:50:00,11310,11310,11310,11310,2616
2016/3/4,14:55:00,11310,11310,11310,11310,750
2016/3/4,15:00:00,11310,11310,11310,11310,1528
2016/3/4,21:05:00,11425,11510,11415,11455,53542
2016/3/4,21:10:00,11455,11490,11420,11480,24650
2016/3/4,21:15:00,11475,11500,11475,11475,14020
2016/3/4,21:20:00,11475,11525,11465,11505,22294
2016/3/4,21:25:00,11505,11525,11485,11520,15538
2016/3/4,21:30:00,11520,11540,11490,11515,14516
2016/3/4,21:35:00,11515,11535,11510,11515,12970
2016/3/4,21:40:00,11515,11525,11485,11510,13770
2016/3/4,21:45:00,11515,11520,11485,11495,11018
2016/3/4,21:50:00,11500,11510,11490,11490,6206
2016/3/4,21:55:00,11490,11520,11485,11515,7088
2016/3/4,22:00:00,11515,11525,11505,11515,7454
2016/3/4,22:05:00,11520,11530,11510,11515,6552
2016/3/4,22:10:00,11515,11525,11500,11505,3962
2016/3/4,22:15:00,11505,11525,11500,11520,5624
2016/3/4,22:20:00,11520,11565,11515,11555,14218
2016/3/4,22:25:00,11550,11625,11540,11625,16888
2016/3/4,22:30:00,11625,11710,11605,11605,34170
2016/3/4,22:35:00,11600,11655,11580,11635,15440
2016/3/4,22:40:00,11630,11680,11620,11665,10680
2016/3/4,22:45:00,11670,11680,11640,11680,9454
2016/3/4,22:50:00,11675,11685,11625,11635,10950
2016/3/4,22:55:00,11635,11750,11630,11745,13670
2016/3/4,23:00:00,11740,11795,11680,11795,23760
2016/3/7,09:05:00,11970,12065,11895,11895,55094
2016/3/7,09:10:00,11895,11955,11745,11815,51198
2016/3/7,09:15:00,11815,11910,11775,11870,33610
2016/3/7,09:20:00,11870,11895,11825,11855,18178
2016/3/7,09:25:00,11860,11890,11815,11835,16668
2016/3/7,09:30:00,11835,11860,11825,11845,10126
2016/3/7,09:35:00,11850,11885,11835,11880,12396
2016/3/7,09:40:00,11880,11880,11850,11875,8456
2016/3/7,09:45:00,11875,11875,11835,11835,9558
2016/3/7,09:50:00,11840,11840,11730,11785,27772
2016/3/7,09:55:00,11785,11805,11770,11785,8020
2016/3/7,10:00:00,11790,11805,11735,11770,11472
2016/3/7,10:05:00,11770,11770,11635,11680,30364
2016/3/7,10:10:00,11685,11745,11680,11745,24564
2016/3/7,10:15:00,11745,11765,11730,11750,11184
2016/3/7,10:35:00,11745,11745,11590,11600,32038
2016/3/7,10:40:00,11600,11625,11575,11620,26452
2016/3/7,10:45:00,11615,11635,11600,11630,10724
2016/3/7,10:50:00,11635,11645,11610,11615,8130
2016/3/7,10:55:00,11615,11625,11605,11620,6624
2016/3/7,11:00:00,11620,11625,11555,11565,13970
2016/3/7,11:05:00,11565,11590,11500,11500,28794
2016/3/7,11:10:00,11500,11565,11490,11565,19796
2016/3/7,11:15:00,11565,11570,11520,11535,10060
2016/3/7,11:20:00,11540,11610,11525,11555,16146
2016/3/7,11:25:00,11555,11565,11485,11550,24104
2016/3/7,11:30:00,11545,11600,11540,11575,18878
2016/3/7,13:35:00,11580,11650,11565,11650,23096
2016/3/7,13:40:00,11650,11675,11630,11635,16782
2016/3/7,13:45:00,11635,11665,11585,11605,19156
2016/3/7,13:50:00,11605,11645,11590,11640,11878
2016/3/7,13:55:00,11640,11685,11630,11665,20612
2016/3/7,14:00:00,11660,11725,11655,11670,28442
2016/3/7,14:05:00,11670,11710,11645,11700,18506
2016/3/7,14:10:00,11695,11715,11665,11695,15816
2016/3/7,14:15:00,11695,11730,11675,11695,17556
2016/3/7,14:20:00,11690,11725,11690,11710,12626
2016/3/7,14:25:00,11710,11735,11700,11710,13004
2016/3/7,14:30:00,11710,11750,11705,11730,16272
2016/3/7,14:35:00,11730,11740,11685,11710,15754
2016/3/7,14:40:00,11715,11720,11690,11715,11020
2016/3/7,14:45:00,11710,11710,11605,11630,21040
2016/3/7,14:50:00,11630,11680,11625,11660,14408
2016/3/7,14:55:00,11660,11680,11630,11655,14450
2016/3/7,15:00:00,11655,11715,11650,11705,27424
2016/3/7,21:05:00,11730,11840,11670,11795,34262
2016/3/7,21:10:00,11795,11880,11785,11860,30742
2016/3/7,21:15:00,11865,11960,11810,11895,35626
2016/3/7,21:20:00,11895,11940,11890,11935,32332
2016/3/7,21:25:00,11935,11970,11925,11945,29352
2016/3/7,21:30:00,11940,11940,11880,11905,22366
2016/3/7,21:35:00,11910,11940,11885,11885,19664
2016/3/7,21:40:00,11890,11900,11725,11770,45842
2016/3/7,21:45:00,11775,11775,11710,11765,24618
2016/3/7,21:50:00,11760,11765,11660,11680,32708
2016/3/7,21:55:00,11680,11745,11635,11715,26632
2016/3/7,22:00:00,11715,11735,11705,11715,11752
2016/3/7,22:05:00,11710,11745,11690,11735,10922
2016/3/7,22:10:00,11735,11755,11705,11715,12904
2016/3/7,22:15:00,11715,11725,11675,11725,10686
2016/3/7,22:20:00,11720,11725,11700,11725,6082
2016/3/7,22:25:00,11725,11780,11725,11775,19006
2016/3/7,22:30:00,11775,11790,11745,11785,9042
2016/3/7,22:35:00,11790,11790,11740,11750,11090
2016/3/7,22:40:00,11745,11770,11720,11770,7970
2016/3/7,22:45:00,11770,11790,11735,11790,9170
2016/3/7,22:50:00,11790,11820,11755,11805,11846
2016/3/7,22:55:00,11805,11805,11755,11775,8870
2016/3/7,23:00:00,11770,11785,11750,11785,9974
2016/3/8,09:05:00,11805,11825,11740,11790,25772
2016/3/8,09:10:00,11795,11860,11780,11835,23982
2016/3/8,09:15:00,11840,11845,11790,11790,14154
2016/3/8,09:20:00,11790,11815,11730,11790,23636
2016/3/8,09:25:00,11790,11805,11765,11780,9880
2016/3/8,09:30:00,11780,11780,11705,11710,22472
2016/3/8,09:35:00,11705,11725,11670,11695,22668
2016/3/8,09:40:00,11700,11720,11620,11625,20482
2016/3/8,09:45:00,11625,11650,11555,11560,31650
2016/3/8,09:50:00,11560,11595,11535,11550,25084
2016/3/8,09:55:00,11555,11625,11550,11610,17774
2016/3/8,10:00:00,11610,11620,11555,11555,16798
2016/3/8,10:05:00,11560,11575,11375,11390,49040
2016/3/8,10:10:00,11385,11440,11360,11420,35498
2016/3/8,10:15:00,11420,11500,11410,11490,22058
2016/3/8,10:35:00,11490,11515,11425,11500,22486
2016/3/8,10:40:00,11495,11540,11470,11515,20414
2016/3/8,10:45:00,11510,11520,11480,11505,11480
2016/3/8,10:50:00,11510,11525,11455,11490,13930
2016/3/8,10:55:00,11485,11510,11450,11490,14180
2016/3/8,11:00:00,11485,11495,11410,11415,19532
2016/3/8,11:05:00,11410,11495,11395,11485,19474
2016/3/8,11:10:00,11480,11500,11445,11495,11876
2016/3/8,11:15:00,11500,11510,11465,11505,14612
2016/3/8,11:20:00,11505,11515,11485,11505,9964
2016/3/8,11:25:00,11505,11575,11505,11540,18990
2016/3/8,11:30:00,11540,11575,11540,11560,11498
2016/3/8,13:35:00,11555,11630,11555,11570,22932
2016/3/8,13:40:00,11575,11610,11565,11590,12974
2016/3/8,13:45:00,11590,11595,11525,11540,14424
2016/3/8,13:50:00,11545,11575,11540,11570,7564
2016/3/8,13:55:00,11575,11615,11570,11595,13678
2016/3/8,14:00:00,11590,11615,11545,11545,14750
2016/3/8,14:05:00,11545,11565,11515,11550,15306
2016/3/8,14:10:00,11555,11565,11520,11520,7912
2016/3/8,14:15:00,11525,11540,11490,11535,13902
2016/3/8,14:20:00,11535,11575,11510,11555,10598
2016/3/8,14:25:00,11560,11585,11545,11580,6330
2016/3/8,14:30:00,11575,11580,11545,11560,5388
2016/3/8,14:35:00,11560,11595,11520,11575,11116
2016/3/8,14:40:00,11580,11580,11550,11570,7320
2016/3/8,14:45:00,11570,11590,11550,11560,8230
2016/3/8,14:50:00,11560,11575,11540,11560,6046
2016/3/8,14:55:00,11560,11585,11545,11575,8584
2016/3/8,15:00:00,11575,11625,11570,11610,18108
2016/3/8,21:05:00,11580,11605,11485,11540,25684
2016/3/8,21:10:00,11540,11555,11510,11540,12880
2016/3/8,21:15:00,11535,11550,11430,11470,20020
2016/3/8,21:20:00,11470,11535,11440,11500,20586
2016/3/8,21:25:00,11495,11525,11485,11505,10028
2016/3/8,21:30:00,11500,11540,11500,11525,7758
2016/3/8,21:35:00,11525,11535,11490,11505,5550
2016/3/8,21:40:00,11500,11515,11480,11505,6342
2016/3/8,21:45:00,11510,11525,11495,11500,4980
2016/3/8,21:50:00,11505,11520,11470,11470,6492
2016/3/8,21:55:00,11470,11510,11460,11500,10370
2016/3/8,22:00:00,11495,11515,11490,11510,5104
2016/3/8,22:05:00,11510,11545,11500,11545,8832
2016/3/8,22:10:00,11545,11580,11525,11530,16780
2016/3/8,22:15:00,11530,11535,11505,11505,8664
2016/3/8,22:20:00,11505,11515,11490,11505,6742
2016/3/8,22:25:00,11500,11505,11475,11490,9472
2016/3/8,22:30:00,11490,11490,11470,11485,4494
2016/3/8,22:35:00,11480,11495,11465,11490,4864
2016/3/8,22:40:00,11490,11495,11465,11490,4918
2016/3/8,22:45:00,11490,11520,11475,11485,7886
2016/3/8,22:50:00,11485,11490,11475,11490,2776
2016/3/8,22:55:00,11490,11500,11450,11465,6044
2016/3/8,23:00:00,11465,11475,11375,11375,19528
2016/3/9,09:05:00,11300,11300,11120,11235,65684
2016/3/9,09:10:00,11240,11285,11210,11275,24252
2016/3/9,09:15:00,11270,11310,11245,11250,18552
2016/3/9,09:20:00,11250,11265,11210,11240,14170
2016/3/9,09:25:00,11240,11275,11220,11250,12426
2016/3/9,09:30:00,11250,11265,11225,11250,9044
2016/3/9,09:35:00,11250,11260,11230,11245,5728
2016/3/9,09:40:00,11245,11260,11230,11245,6154
2016/3/9,09:45:00,11245,11265,11240,11240,6020
2016/3/9,09:50:00,11240,11260,11235,11255,5908
2016/3/9,09:55:00,11255,11285,11250,11260,9108
2016/3/9,10:00:00,11260,11280,11250,11260,5206
2016/3/9,10:05:00,11255,11255,11215,11220,11518
2016/3/9,10:10:00,11220,11245,11220,11235,8626
2016/3/9,10:15:00,11235,11240,11225,11230,3766
2016/3/9,10:35:00,11205,11230,11185,11195,18876
2016/3/9,10:40:00,11195,11210,11185,11195,10190
2016/3/9,10:45:00,11200,11215,11185,11205,7784
2016/3/9,10:50:00,11200,11220,11200,11210,4696
2016/3/9,10:55:00,11205,11240,11200,11215,6598
2016/3/9,11:00:00,11220,11270,11220,11265,12400
2016/3/9,11:05:00,11270,11270,11240,11250,6372
2016/3/9,11:10:00,11250,11260,11235,11250,4240
2016/3/9,11:15:00,11250,11265,11245,11260,7342
2016/3/9,11:20:00,11255,11270,11240,11250,5586
2016/3/9,11:25:00,11245,11255,11230,11230,4312
2016/3/9,11:30:00,11235,11235,11220,11225,5774
2016/3/9,13:35:00,11235,11285,11235,11280,14382
2016/3/9,13:40:00,11275,11350,11270,11345,21002
2016/3/9,13:45:00,11345,11365,11325,11350,19024
2016/3/9,13:50:00,11350,11360,11325,11335,10098
2016/3/9,13:55:00,11335,11345,11310,11330,8704
2016/3/9,14:00:00,11330,11355,11330,11350,7820
2016/3/9,14:05:00,11350,11365,11325,11360,8728
2016/3/9,14:10:00,11360,11410,11350,11385,19182
2016/3/9,14:15:00,11385,11400,11370,11370,9288
2016/3/9,14:20:00,11370,11375,11340,11370,12368
2016/3/9,14:25:00,11365,11365,11325,11360,8756
2016/3/9,14:30:00,11360,11365,11325,11355,6794
2016/3/9,14:35:00,11360,11395,11355,11390,8286
2016/3/9,14:40:00,11390,11420,11385,11400,14246
2016/3/9,14:45:00,11400,11415,11375,11405,8588
2016/3/9,14:50:00,11405,11415,11370,11375,9314
2016/3/9,14:55:00,11375,11375,11320,11335,15620
2016/3/9,15:00:00,11335,11365,11315,11350,13450
2016/3/9,21:05:00,11365,11420,11355,11400,19110
2016/3/9,21:10:00,11405,11405,11325,11370,16388
2016/3/9,21:15:00,11365,11580,11365,11520,43612
2016/3/9,21:20:00,11525,11580,11510,11540,26306
2016/3/9,21:25:00,11540,11550,11455,11485,22348
2016/3/9,21:30:00,11490,11515,11470,11485,11568
2016/3/9,21:35:00,11485,11495,11455,11455,10584
2016/3/9,21:40:00,11455,11465,11325,11345,27662
2016/3/9,21:45:00,11340,11375,11335,11370,9758
2016/3/9,21:50:00,11370,11410,11355,11405,9766
2016/3/9,21:55:00,11405,11410,11350,11380,8302
2016/3/9,22:00:00,11380,11445,11370,11370,13996
2016/3/9,22:05:00,11375,11395,11365,11380,7242
2016/3/9,22:10:00,11385,11415,11380,11395,5710
2016/3/9,22:15:00,11390,11405,11385,11395,3964
2016/3/9,22:20:00,11390,11425,11390,11420,4904
2016/3/9,22:25:00,11415,11415,11355,11360,8936
2016/3/9,22:30:00,11360,11375,11335,11350,11582
2016/3/9,22:35:00,11350,11395,11350,11375,6742
2016/3/9,22:40:00,11380,11395,11370,11380,3316
2016/3/9,22:45:00,11380,11385,11335,11340,7680
2016/3/9,22:50:00,11345,11370,11330,11355,5654
2016/3/9,22:55:00,11350,11360,11340,11355,4246
2016/3/9,23:00:00,11350,11390,11345,11385,8708
2016/3/10,09:05:00,11475,11540,11425,11475,41596
2016/3/10,09:10:00,11475,11505,11440,11480,18990
2016/3/10,09:15:00,11490,11490,11435,11450,16514
2016/3/10,09:20:00,11445,11470,11415,11445,16326
2016/3/10,09:25:00,11450,11450,11390,11400,16734
2016/3/10,09:30:00,11405,11425,11385,11420,10100
2016/3/10,09:35:00,11420,11465,11400,11440,15036
2016/3/10,09:40:00,11440,11460,11430,11445,7164
2016/3/10,09:45:00,11445,11455,11420,11430,6794
2016/3/10,09:50:00,11435,11435,11360,11375,20080
2016/3/10,09:55:00,11375,11400,11365,11365,9424
2016/3/10,10:00:00,11365,11380,11335,11335,13942
2016/3/10,10:05:00,11340,11365,11330,11360,11518
2016/3/10,10:10:00,11360,11375,11350,11365,6672
2016/3/10,10:15:00,11370,11375,11360,11360,3182
2016/3/10,10:35:00,11365,11370,11335,11340,7986
2016/3/10,10:40:00,11340,11370,11335,11360,6302
2016/3/10,10:45:00,11365,11385,11360,11370,5470
2016/3/10,10:50:00,11365,11395,11355,11390,6466
2016/3/10,10:55:00,11385,11405,11375,11390,4922
2016/3/10,11:00:00,11390,11400,11355,11360,6256
2016/3/10,11:05:00,11360,11365,11305,11320,16678
2016/3/10,11:10:00,11320,11380,11300,11360,17140
2016/3/10,11:15:00,11360,11390,11355,11370,9104
2016/3/10,11:20:00,11370,11375,11350,11355,2776
2016/3/10,11:25:00,11355,11365,11320,11335,7370
2016/3/10,11:30:00,11330,11380,11330,11375,7230
2016/3/10,13:35:00,11375,11390,11340,11345,10484
2016/3/10,13:40:00,11345,11360,11340,11355,4566
2016/3/10,13:45:00,11355,11370,11350,11360,3138
2016/3/10,13:50:00,11360,11360,11265,11275,18762
2016/3/10,13:55:00,11280,11320,11265,11300,15852
2016/3/10,14:00:00,11300,11310,11280,11305,7550
2016/3/10,14:05:00,11300,11305,11275,11280,8082
2016/3/10,14:10:00,11280,11285,11255,11280,10076
2016/3/10,14:15:00,11275,11290,11260,11290,6950
2016/3/10,14:20:00,11290,11290,11245,11245,7182
2016/3/10,14:25:00,11245,11245,11220,11240,13088
2016/3/10,14:30:00,11240,11280,11235,11270,11888
2016/3/10,14:35:00,11270,11270,11190,11205,16230
2016/3/10,14:40:00,11195,11240,11165,11230,13918
2016/3/10,14:45:00,11235,11240,11195,11205,8752
2016/3/10,14:50:00,11210,11225,11190,11210,6762
2016/3/10,14:55:00,11210,11225,11175,11185,8718
2016/3/10,15:00:00,11180,11190,11135,11185,20944
2016/3/10,21:05:00,11165,11210,11165,11185,12370
2016/3/10,21:10:00,11185,11185,11125,11135,16264
2016/3/10,21:15:00,11135,11195,11130,11180,12002
2016/3/10,21:20:00,11175,11260,11175,11250,19990
2016/3/10,21:25:00,11255,11255,11210,11220,8924
2016/3/10,21:30:00,11220,11235,11190,11195,6464
2016/3/10,21:35:00,11195,11220,11185,11205,8236
2016/3/10,21:40:00,11205,11225,11195,11215,5612
2016/3/10,21:45:00,11215,11250,11215,11245,8594
2016/3/10,21:50:00,11245,11270,11230,11265,8608
2016/3/10,21:55:00,11260,11275,11240,11245,8028
2016/3/10,22:00:00,11240,11265,11240,11250,5818
2016/3/10,22:05:00,11250,11275,11250,11270,5932
2016/3/10,22:10:00,11270,11275,11240,11245,7390
2016/3/10,22:15:00,11245,11265,11240,11265,2940
2016/3/10,22:20:00,11265,11270,11230,11235,6762
2016/3/10,22:25:00,11240,11250,11220,11225,5344
2016/3/10,22:30:00,11220,11245,11190,11195,11616
2016/3/10,22:35:00,11200,11225,11190,11210,7620
2016/3/10,22:40:00,11205,11225,11200,11210,4266
2016/3/10,22:45:00,11210,11220,11200,11220,3254
2016/3/10,22:50:00,11215,11230,11205,11220,4746
2016/3/10,22:55:00,11225,11235,11215,11220,3632
2016/3/10,23:00:00,11220,11240,11220,11230,5014
2016/3/11,09:05:00,11240,11270,11205,11230,15916
2016/3/11,09:10:00,11235,11290,11230,11290,12798
2016/3/11,09:15:00,11290,11295,11245,11260,11704
2016/3/11,09:20:00,11265,11320,11260,11315,13062
2016/3/11,09:25:00,11310,11360,11310,11350,19784
2016/3/11,09:30:00,11350,11395,11350,11350,21052
2016/3/11,09:35:00,11355,11375,11335,11350,12592
2016/3/11,09:40:00,11345,11375,11335,11370,8128
2016/3/11,09:45:00,11370,11380,11355,11380,5540
2016/3/11,09:50:00,11380,11390,11360,11370,9108
2016/3/11,09:55:00,11370,11385,11345,11360,9882
2016/3/11,10:00:00,11365,11420,11360,11415,15980
2016/3/11,10:05:00,11420,11430,11385,11385,16076
2016/3/11,10:10:00,11385,11410,11370,11385,8920
2016/3/11,10:15:00,11385,11385,11350,11370,8362
2016/3/11,10:35:00,11360,11365,11320,11335,10772
2016/3/11,10:40:00,11340,11370,11320,11370,5818
2016/3/11,10:45:00,11365,11380,11355,11370,5862
2016/3/11,10:50:00,11375,11390,11350,11375,5944
2016/3/11,10:55:00,11370,11395,11370,11375,7228
2016/3/11,11:00:00,11375,11385,11355,11365,4822
2016/3/11,11:05:00,11365,11385,11360,11380,3734
2016/3/11,11:10:00,11380,11400,11375,11380,6956
2016/3/11,11:15:00,11375,11395,11365,11365,4872
2016/3/11,11:20:00,11365,11385,11365,11380,4292
2016/3/11,11:25:00,11375,11400,11375,11390,4632
2016/3/11,11:30:00,11390,11400,11375,11380,5436
2016/3/11,13:35:00,11390,11420,11365,11375,12324
2016/3/11,13:40:00,11370,11380,11345,11360,10054
2016/3/11,13:45:00,11365,11365,11340,11350,6022
2016/3/11,13:50:00,11345,11345,11275,11290,23072
2016/3/11,13:55:00,11295,11295,11250,11285,15792
2016/3/11,14:00:00,11285,11290,11240,11240,13592
2016/3/11,14:05:00,11240,11270,11235,11250,10156
2016/3/11,14:10:00,11255,11265,11240,11255,6816
2016/3/11,14:15:00,11250,11275,11240,11270,6424
2016/3/11,14:20:00,11270,11290,11260,11285,8598
2016/3/11,14:25:00,11280,11285,11265,11270,4704
2016/3/11,14:30:00,11270,11280,11250,11270,6754
2016/3/11,14:35:00,11270,11310,11255,11310,10574
2016/3/11,14:40:00,11310,11355,11285,11350,14916
2016/3/11,14:45:00,11350,11370,11325,11335,15486
2016/3/11,14:50:00,11335,11350,11320,11330,6500
2016/3/11,14:55:00,11330,11330,11300,11305,8638
2016/3/11,15:00:00,11310,11350,11300,11345,12880
2016/3/11,21:05:00,11375,11390,11335,11390,10354
2016/3/11,21:10:00,11395,11420,11375,11395,11824
2016/3/11,21:15:00,11390,11415,11380,11390,10048
2016/3/11,21:20:00,11385,11405,11370,11380,4762
2016/3/11,21:25:00,11375,11395,11370,11390,4100
2016/3/11,21:30:00,11390,11400,11375,11395,2914
2016/3/11,21:35:00,11400,11405,11385,11400,3892
2016/3/11,21:40:00,11400,11400,11385,11390,2268
2016/3/11,21:45:00,11385,11390,11370,11380,4478
2016/3/11,21:50:00,11375,11395,11375,11385,2362
2016/3/11,21:55:00,11380,11390,11350,11360,5956
2016/3/11,22:00:00,11360,11390,11360,11385,3002
2016/3/11,22:05:00,11385,11390,11365,11375,2162
2016/3/11,22:10:00,11380,11405,11375,11405,4428
2016/3/11,22:15:00,11405,11405,11385,11395,2832
2016/3/11,22:20:00,11395,11405,11380,11405,3554
2016/3/11,22:25:00,11400,11415,11400,11400,4834
2016/3/11,22:30:00,11405,11410,11400,11410,2426
2016/3/11,22:35:00,11410,11445,11375,11375,17170
2016/3/11,22:40:00,11375,11400,11375,11390,5808
2016/3/11,22:45:00,11390,11410,11385,11405,3014
2016/3/11,22:50:00,11400,11435,11400,11430,5352
2016/3/11,22:55:00,11430,11465,11420,11460,9834
2016/3/11,23:00:00,11460,11490,11450,11480,10660
2016/3/14,09:05:00,11470,11530,11455,11465,29392
2016/3/14,09:10:00,11460,11465,11400,11460,24412
2016/3/14,09:15:00,11455,11495,11440,11485,13542
2016/3/14,09:20:00,11485,11500,11460,11485,9396
2016/3/14,09:25:00,11485,11495,11460,11465,8380
2016/3/14,09:30:00,11470,11475,11450,11460,6816
2016/3/14,09:35:00,11460,11475,11455,11455,5656
2016/3/14,09:40:00,11460,11475,11420,11430,6526
2016/3/14,09:45:00,11425,11450,11415,11430,8884
2016/3/14,09:50:00,11430,11455,11420,11455,7316
2016/3/14,09:55:00,11450,11485,11440,11480,6174
2016/3/14,10:00:00,11480,11485,11460,11480,6462
2016/3/14,10:05:00,11485,11495,11445,11445,11556
2016/3/14,10:10:00,11445,11485,11445,11485,5346
2016/3/14,10:15:00,11485,11500,11475,11495,7674
2016/3/14,10:35:00,11500,11555,11500,11540,22710
2016/3/14,10:40:00,11540,11560,11525,11545,13088
2016/3/14,10:45:00,11550,11575,11540,11550,8698
2016/3/14,10:50:00,11545,11590,11545,11560,11350
2016/3/14,10:55:00,11560,11575,11555,11575,6486
2016/3/14,11:00:00,11575,11610,11560,11610,10782
2016/3/14,11:05:00,11615,11625,11555,11560,15594
2016/3/14,11:10:00,11560,11570,11535,11560,11814
2016/3/14,11:15:00,11560,11560,11545,11550,4668
2016/3/14,11:20:00,11550,11560,11505,11540,11646
2016/3/14,11:25:00,11535,11560,11520,11550,6572
2016/3/14,11:30:00,11550,11555,11525,11545,4144
2016/3/14,13:35:00,11540,11540,11475,11500,15280
2016/3/14,13:40:00,11510,11525,11495,11520,7204
2016/3/14,13:45:00,11520,11535,11515,11535,7198
2016/3/14,13:50:00,11540,11540,11500,11505,8300
2016/3/14,13:55:00,11500,11510,11490,11495,8194
2016/3/14,14:00:00,11495,11510,11475,11475,7890
2016/3/14,14:05:00,11475,11495,11470,11495,7552
2016/3/14,14:10:00,11495,11515,11495,11505,5764
2016/3/14,14:15:00,11505,11520,11470,11480,9512
2016/3/14,14:20:00,11480,11485,11455,11465,9304
2016/3/14,14:25:00,11470,11480,11455,11480,6584
2016/3/14,14:30:00,11480,11495,11475,11485,5386
2016/3/14,14:35:00,11485,11485,11440,11465,11124
2016/3/14,14:40:00,11470,11490,11460,11465,6470
2016/3/14,14:45:00,11465,11465,11425,11430,12540
2016/3/14,14:50:00,11425,11460,11420,11440,10174
2016/3/14,14:55:00,11440,11440,11355,11355,15894
2016/3/14,15:00:00,11350,11350,11270,11270,28752
2016/3/14,21:05:00,11270,11315,11240,11290,15630
2016/3/14,21:10:00,11295,11300,11270,11285,10080
2016/3/14,21:15:00,11285,11295,11275,11275,4440
2016/3/14,21:20:00,11275,11275,11200,11230,16834
2016/3/14,21:25:00,11230,11230,11180,11190,16180
2016/3/14,21:30:00,11190,11225,11190,11220,8214
2016/3/14,21:35:00,11220,11220,11170,11195,10562
2016/3/14,21:40:00,11195,11205,11175,11185,8086
2016/3/14,21:45:00,11180,11200,11150,11150,8096
2016/3/14,21:50:00,11150,11155,11070,11105,26488
2016/3/14,21:55:00,11105,11105,11030,11065,23664
2016/3/14,22:00:00,11065,11100,11040,11075,16636
2016/3/14,22:05:00,11075,11110,11075,11095,15468
2016/3/14,22:10:00,11095,11150,11095,11130,12108
2016/3/14,22:15:00,11130,11135,11095,11105,7758
2016/3/14,22:20:00,11105,11120,11090,11100,5362
2016/3/14,22:25:00,11100,11140,11095,11125,6288
2016/3/14,22:30:00,11125,11140,11115,11120,3824
2016/3/14,22:35:00,11120,11135,11110,11125,3816
2016/3/14,22:40:00,11130,11130,11085,11105,5244
2016/3/14,22:45:00,11100,11115,11090,11110,3546
2016/3/14,22:50:00,11105,11115,11100,11105,2398
2016/3/14,22:55:00,11100,11105,11080,11085,7198
2016/3/14,23:00:00,11085,11110,11080,11090,6714
2016/3/15,09:05:00,11090,11175,11090,11130,24770
2016/3/15,09:10:00,11125,11140,11100,11120,10360
2016/3/15,09:15:00,11120,11125,11090,11120,9924
2016/3/15,09:20:00,11120,11165,11120,11140,12858
2016/3/15,09:25:00,11145,11195,11140,11180,12842
2016/3/15,09:30:00,11180,11200,11170,11185,7232
2016/3/15,09:35:00,11185,11190,11165,11165,7416
2016/3/15,09:40:00,11170,11175,11150,11160,5288
2016/3/15,09:45:00,11160,11175,11150,11155,3354
2016/3/15,09:50:00,11160,11170,11140,11155,5488
2016/3/15,09:55:00,11155,11160,11130,11145,4876
2016/3/15,10:00:00,11140,11155,11130,11150,4842
2016/3/15,10:05:00,11150,11150,11115,11120,6436
2016/3/15,10:10:00,11115,11125,11095,11120,9736
2016/3/15,10:15:00,11120,11125,11105,11115,3060
2016/3/15,10:35:00,11105,11115,11085,11095,7694
2016/3/15,10:40:00,11090,11150,11085,11140,7996
2016/3/15,10:45:00,11135,11180,11130,11180,7506
2016/3/15,10:50:00,11175,11180,11155,11170,4890
2016/3/15,10:55:00,11165,11175,11150,11150,3592
2016/3/15,11:00:00,11150,11155,11130,11135,7138
2016/3/15,11:05:00,11130,11135,11110,11125,7774
2016/3/15,11:10:00,11120,11125,11095,11105,6548
2016/3/15,11:15:00,11100,11100,11055,11080,17448
2016/3/15,11:20:00,11085,11120,11060,11115,10102
2016/3/15,11:25:00,11110,11115,11075,11095,4892
2016/3/15,11:30:00,11095,11120,11095,11115,5244
2016/3/15,13:35:00,11110,11120,11090,11120,5716
2016/3/15,13:40:00,11120,11135,11110,11125,7128
2016/3/15,13:45:00,11130,11145,11110,11145,5734
2016/3/15,13:50:00,11140,11150,11115,11125,5628
2016/3/15,13:55:00,11125,11130,11115,11125,3838
2016/3/15,14:00:00,11125,11145,11120,11145,2674
2016/3/15,14:05:00,11140,11165,11135,11140,5826
2016/3/15,14:10:00,11140,11145,11100,11100,5676
2016/3/15,14:15:00,11100,11160,11090,11150,12510
2016/3/15,14:20:00,11145,11155,11130,11150,5442
2016/3/15,14:25:00,11150,11165,11140,11140,6424
2016/3/15,14:30:00,11140,11155,11115,11140,4950
2016/3/15,14:35:00,11140,11145,11080,11095,7312
2016/3/15,14:40:00,11090,11135,11070,11115,8834
2016/3/15,14:45:00,11115,11130,11100,11110,4914
